GaugeLID,Location,Latitude,Longitude,Waterbody,State,Action,Flood,Moderate,Major,LowThresh,LowThreshU
MADM8,Ennis Lake near McAllister,45.490278,-111.633333,Madison River,MT,,,,,,ft
MADO3,Drewsey,43.784722,-118.330556,Malheur River,OR,,,,,,ft
MADT2,Anzalduas Reservior,26.130556,-98.336111,Rio Grande,TX,110,112,116,121,,ft
MAGA1,Magnolia Springs,30.406389,-87.736944,Magnolia River,AL,,,,,,ft
MAGA2,Glacier Park Resort,61.793333,-147.798056,Matanuska River,AK,7,8,10,11,,ft
MAGI1,Magic Dam,43.254842,-114.357794,Eastern Idaho Reservoirs,ID,,,,,,ft
MAGL1,Magnolia,30.534722,-90.980556,Amite River,LA,47,48,50,53,,ft
MAHG1,Mars Hill,33.995278,-84.693056,Allatoona Creek,GA,11,13,18,23,,ft
MAKI1,Mackay Reservoir,43.939061,-113.648483,Big Lost River,ID,,,,,,ft
MAKP1,Markleton,39.859722,-79.227778,Casselman River,PA,9,9,,,,ft
MALF1,Marianna (US 90),30.772778,-85.216389,Chipola River,FL,15,19,26,39.1,,ft
MALM5,Malung,48.793611,-95.740278,Roseau River,MN,,,,,,ft
MALM8,Malta,48.361667,-107.863056,Milk River,MT,14,16,19,22,,ft
MALN7,Sardis Road,35.137778,-80.7675,McAlpine Creek,NC,14,20,26,28,,ft
MANI3,Cagle Mill,39.489444,-86.930556,Mill Creek (IN),IN,12,14,16,,1.4,cfs
MANN7,Manchester,35.193611,-78.985556,Little River,NC,18,18,24,27,,ft
MANP1,Manchester,40.082222,-76.720278,West Conewago Creek,PA,,,,,,ft
MANP4,Manati,18.431111,-66.526944,Rio Grande De Manati,PR,20,25,31,34,,ft
MAOO3,Ontario,44.040278,-117.020556,Malheur River,OR,,,,,,ft
MAPI4,Mapleton,42.156773,-95.810308,Maple River,IA,19,21,24,27,,ft
MAPN8,Mapleton North of I-94,46.905278,-97.052222,Maple River (09020205),ND,,,,,,ft
MAPS2,Frederick,45.938889,-98.452222,Maple River,SD,9,10,13.5,15,,ft
MAQI4,Maquoketa,42.083333,-90.632778,Maquoketa River,IA,23,24,26,28.5,,ft
MARG1,Marietta,33.953889,-84.443333,Sope Creek,GA,10,12,15,18,,ft
MARM4,Marshall,42.264722,-84.963889,Kalamazoo River,MI,6,8,9,10,,ft
MARN2,Paradise Valley,41.534722,-117.416944,Martin Creek,NV,4,5,6.5,7,,ft
MARN7,Marshall,35.786389,-82.660833,French Broad River,NC,7.5,8,10,13,,ft
MASI4,Mason City US 65,43.213293,-93.210759,Spring Creek (North Central IA),IA,,,,,,ft
MASM1,Masardis,46.523056,-68.371667,Aroostook River,ME,15,17,18,20,,ft
MASN2,Mason,38.919444,-119.190278,Walker River,NV,9.3,9.8,11,11.6,,ft
MATA2,Old Glenn Hwy,61.608611,-149.073056,Matanuska River,AK,9,9.5,10.8,,,ft
MATM1,Mattawamkeag,45.501111,-68.305833,Mattawamkeag River,ME,13,13.5,16,17.5,,ft
MAUL1,Hwy 22 near Maurepas,30.309167,-90.610278,Amite River,LA,,4,5,7,,ft
MAWA3,Pierce Ferry Rd,35.698333,-114.173333,Archibald Wash,AZ,,,,,,ft
MAWN4,Mahwah,41.0975,-74.163333,Ramapo River,NJ,7.5,8,9,12,,ft
MAXI3,Lake Maxinkuckee at Culver,41.196667,-86.416667,Northern Indiana Lakes,IN,,,,,,ft
MAXN7,Maxton,34.772778,-79.331944,Lumber River,NC,,,,,,ft
MAXP1,Maxwell Lock and Dam,40.001667,-79.961111,Monongahela River,PA,23.5,32,34,36,,ft
MAYC1,,37.3717,-121.8615,Maybury Diversion,CA,,,,,,ft
MAYM3,Maynard,42.432038,-71.449785,Assabet River,MA,4.5,5,6,7,,ft
MAYM5,Mayer,44.905556,-93.884722,South Fork Crow River,MN,10,11,15,16,,ft
MAYP4,Hormigueros,18.16,-67.085556,Rio Rosario,PR,6,10,13,16,,ft
MAYW1,Mayfield Dam,46.510556,-122.615,Cowlitz River,WA,,25,35,45,,ft
MAZW3,Mazomanie,43.1765,-89.8185,Black Earth Creek,WI,8,10,13,15,,ft
MBBL1,Bayou Bienvenue near Chalmette,29.998611,-89.915833,Mississippi River Gulf Outlet (MRGO),LA,,,,,,ft
MBCI4,Mt Pleasant,41.006944,-91.551389,Big Creek (IA),IA,,,,,,ft
MBCL1,Belle Chasse,29.856944,-89.977778,Mississippi River,LA,,,,,,ft
MBCT2,Mason,30.643333,-99.095556,Beaver Creek (Llano River Basin),TX,9,12,15,20,,ft
MBEC1,Cold Creek,34.077778,-118.701944,Malibu Creek,CA,,,,,,ft
MBFT2,Moss Bluff,29.963889,-94.776389,Trinity River,TX,9.2,12.2,15.2,17.2,,ft
MBGO1,Miamisburg,39.606667,-84.286944,Great Miami River,OH,14,18,24,27.4,,ft
MBGP1,Mainesburg,41.790833,-77.015,Corey Creek,PA,,,,,,ft
MBGW2,Martinsburg,39.423611,-77.938889,Opequon Creek,WV,9,10,12.5,15,,ft
MBHG1,Milstead,33.729167,-83.937222,Big Haynes Creek,GA,6,7,8,10,,ft
MBHN7,SR1617 Nr Bahama,36.149722,-78.896667,Mountain Creek,NC,,10,12,,,ft
MBLC2,Maybell,40.503056,-108.033333,Yampa River,CO,10,12,13,14,,ft
MBNC2,Nederland,39.961667,-105.504444,Middle Boulder Creek (CO),CO,3.8,4.5,5.5,7,,ft
MBOM2,Upper Marlboro / Marlboro Country Club,38.826111,-76.754167,Western Branch,MD,,,,,,
MBRC1,Barstow,34.9069,-117.0219,Mojave River,CA,,5,5.5,6,,ft
MBRW4,Elk Mountain,41.547778,-106.409722,Medicine Bow River,WY,6,7,,,,ft
MBSA3,Highway 93,34.662778,-113.581111,Big Sandy River (AZ),AZ,,,,,,ft
MBWC2,Kremmling,40.108611,-106.413333,Muddy Creek (NC CO),CO,,,,,,
MBYM7,Mosby,39.32,-94.313056,Fishing River,MO,12,18,26,29,,ft
MBYP1,Catlin Hollow at Middlebury Center,41.8425,-77.273611,Crooked Creek,PA,,,,,,ft
MCAA2,Mendenhall Loop Bridge,58.3978,-134.6089,Montana Creek,AK,14.5,15.5,17,17.5,,ft
MCAM5,Milaca 8NNE,45.865833,-93.690556,Rum River,MN,,,,,,ft
MCAV2,Montclair,37.317777,-80.023888,Montclair Detention,VA,8,,,,,ft
MCAW3,Mcallister,45.325833,-87.663333,Menominee River,WI,12,15,18,19,,ft
MCBC1,,37.89,-121.726111,Marsh Creek Reservoir,CA,168,168,192,,,ft
MCBI4,Council Bluffs,41.288056,-95.793056,Mosquito Creek,IA,19.5,24.5,26,,,ft
MCBS1,Mcbee,34.513889,-80.183333,Black Creek (SC),SC,14,15,18,20,,ft
MCCI1,McCammon,42.629825,-112.225375,Marsh Creek (Eastern ID),ID,,,,,,ft
MCCN5,Cliff 14N,33.166667,-108.649167,Mogollon Creek,NM,,,,,,ft
MCCN7,Colony Rd,35.118333,-80.806667,McAlpine Creek,NC,15,17,22,24,,ft
MCCO1,McConnelsville Old Lock 7,39.645,-81.85,Muskingum River,OH,9,11,12,14,,ft
MCDA2,Chena Lakes,64.800833,-147.227778,Chena River,AK,22.5,24.5,,,,ft
MCDM2,McDonogh,39.400556,-76.770556,Gwynns Falls Tributary,MD,,,,,,ft
MCDN4,McDonald's Branch,39.885,-74.505278,McDonalds Branch,NJ,1.7,,,,,ft
MCDN7,BEATTIES FORD,35.389722,-80.921111,McDowell Creek,NC,15,16,20,25,,ft
MCDP1,McDonald,40.367222,-80.234722,Robinson Run,PA,,5.5,11.5,14,,ft
MCDT2,Mercedes,26.066667,-97.9,Rio Grande,TX,21,21,26,29,,ft
MCFG1,North Fayetteville,33.541389,-84.484167,Morning Creek,GA,12,14,21,24,,ft
MCFI3,Fishers,39.939444,-85.999722,Mud Creek (IN),IN,5,7,9,11,,ft
MCFM6,Fenton,30.409444,-89.344444,Mill Creek (S MS),MS,,,,,,ft
MCGA2,McGrath,62.958333,-155.590278,Kuskokwim River,AK,19.5,21,23.5,27,,ft
MCGI4,McGregor,43.02694,-91.1725,Mississippi River,IA,13,16,19,22,,ft
MCGL1,Morgan City,29.696389,-91.210833,Atchafalaya River,LA,4,6,7,12,,ft
MCGT1,McMinnville,35.708333,-85.731944,Collins River,TN,,,,,,ft
MCGT2,McGregor,31.509167,-97.365556,Middle Bosque River,TX,18,20,22,26,,ft
MCHI4,Manchester Hwy 20,42.47,-91.448611,Maquoketa River,IA,12,14,17,20,,ft
MCHK2,Manchester,37.151944,-83.760278,Goose Creek,KY,,,,,,ft
MCHM4,Manchester,42.168611,-84.075556,River Raisin,MI,,,,,,ft
MCHS1,Rock Hill,34.944444,-80.979722,Manchester Creek,SC,12,15,20,25,,ft
MCIN7,Idlewild,35.175833,-80.719167,McAlpine Creek,NC,14,16.5,19,22,,ft
MCKG1,Leesburg (SR 195),31.776111,-84.139444,Muckalee Creek,GA,11,13,15,17,,ft
MCKK2,McKinney,37.421944,-84.750278,Green River (KY),KY,,,,,,ft
MCKM4,McKinley,44.612778,-83.837778,Au Sable River,MI,,,,,,ft
MCKM8,Jackson at Miner Creek,45.422778,-113.449444,Big Hole River,MT,,,,,,
MCKN1,McCook,40.145833,-100.672778,Driftwood Creek,NE,15,17,19,21,,ft
MCKN6,McKeever,43.610278,-75.110833,Moose River,NY,10,12,13,15,,ft
MCKN7,Mocksville,35.845,-80.658889,South Fork Yadkin River,NC,18,19,24,28,,ft
MCKO3,Pendleton,45.609444,-118.798611,McKay Creek,OR,,,,,,ft
MCKT2,McKinney,33.203611,-96.595556,East Fork Trinity River,TX,14,16,20,23,,ft
MCLM4,Mount Clemens,42.629167,-82.890278,N. Br. Clinton River,MI,13,15,16,18,,ft
MCLM6,McLain,31.102778,-88.808333,Leaf River,MS,13,18,24,28,,ft
MCLN7,Stony Creek nr Harrisburg,35.332778,-80.715833,Mallard Creek,NC,11,13,19,26,,ft
MCLU1,Park City,40.6875,-111.901111,McLeod Creek,UT,8.1,8.9,9.2,10.3,,ft
MCMN7,Sharon View,35.140833,-80.82,McMullen Creek,NC,8.5,9,12,15,,ft
MCMO3,McMinnville,45.205556,-123.1825,South Yamhill River,OR,45,50,56,59,,ft
MCNC1,McConnell,38.3575,-121.343611,Cosumnes River,CA,40,46,54.9,55,,ft
MCNK1,McCune,37.281111,-95.0325,Lightning Creek (SE KS),KS,10,12,,,,ft
MCNM6,Macon,33.0725,-88.5589,Noxubee River,MS,25,26,33,38.5,,ft
MCOL1,Muddy Creek near Oak Grove,30.328333,-90.946389,Amite River Basin,LA,,,,,,ft
MCPI4,Ames McFarland Park,42.092222,-93.585556,South Skunk River,IA,15,,,,,ft
MCPN4,Macopin,41.018333,-74.401111,Pequannock River,NJ,5,5.5,6.5,7.5,,ft
MCPN7,Waste Water Treatment Plant,35.066389,-80.869722,McAlpine Creek,NC,17,18,22,24,,ft
MCQM4,Mill Creek at Quaker St. near Mottville,41.830556,-85.743056,Mill Creek (MI),MI,,,,,,ft
MCRG1,McRae,31.991389,-82.921944,Turnpike Creek,GA,8,10,14,18,,ft
MCRI2,Mount Carmel,38.401389,-87.754167,Wabash River,IL,11,19,25,32,2.49,kcfs
MCRP1,McCormick,40.836111,-79.110278,Little Mahoning Creek,PA,,,,,,ft
MCST1,Manchester,35.470833,-86.121667,Duck River,TN,10,,,,,ft
MCTN8,05056060 Mauvais  Coulee Trib No. 3 nr Cando ND,48.4575,-99.223889,Devils Lake,ND,,,,,,ft
MCTS1,Monetta,33.753333,-81.601944,McTier Creek,SC,10,13,15,18,,ft
MCVT2,Mauriceville,30.186389,-93.908333,Cow Bayou,TX,16,17,18,20,,ft
MCWI4,Mason City,43.164962,-93.192703,Winnebago River (Northern IA),IA,6,10,14.5,15.5,,ft
MCXI3,Oakdale Dam,40.656667,-86.752778,Tippecanoe River,IN,9,13,18,22,,ft
MCYP1,Muncy,41.205556,-76.801389,West Branch Susquehanna River,PA,16,20,22,28,,ft
MCZO3,Walterville,44.070278,-122.861667,McKenzie River,OR,12,14,,16,,ft
MDAN8,Medora,46.919444,-103.527778,Little Missouri River,ND,13,15,18,20,,ft
MDBA2,Million Dollar bridge,60.671667,-144.744722,Copper River,AK,,,,,,ft
MDBN4,Burnt Mills,40.649444,-74.681667,Middle Brook,NJ,7,9.5,10.5,11.5,,ft
MDBN6,Middleburgh,42.5994,-74.3365,Schoharie Creek,NY,,,,,,ft
MDBV1,Middlebury,44.013056,-73.168333,Otter Creek,VT,6,,,,,ft
MDEA2,Atqasuk,70.495833,-157.3925,Meade River,AK,,,,,,ft
MDEA4,Ditch 81 Up From Ditch 81 Control Structure,35.853611,-90.139167,Little River,AR,,,,,,ft
MDHN7,HUNTERSVILLE,35.406944,-80.890556,McDowell Creek,NC,12,14,16,20,,ft
MDIC1,Milliken Reservoir,38.390833,-122.231667,Milliken Creek,CA,,,,,,ft
MDKK1,Murdock,37.561667,-97.852778,Ninnescah River,KS,6,8,10,12,,ft
MDLF1,Middleburg,30.113056,-81.906667,North Fork Black Creek,FL,11,16,18,21,,ft
MDLL1,Mid-Lake,30.199444,-90.1225,Lake Pontchartrain,LA,,,,,,ft
MDLT2,Medina Lake,29.54,-98.933611,Medina River,TX,1064,1064.2,1065,1069,,ft
MDLV2,Middleburg,38.986389,-77.796944,Goose Creek,VA,11,13,16,18,,ft
MDMI1,Minidoka Dam (at Howells Ferry),42.672894,-113.500344,Snake River,ID,,,,,,ft
MDNM8,Vaughn,47.625,-111.634722,Muddy Creek,MT,,,,,,
MDNN8,Mandan,46.833889,-100.974167,Heart River,ND,15,17,23,28,,ft
MDOK2,Medora,38.054167,-85.871667,Pond Creek (C KY),KY,,,,,,ft
MDRM5,Grygla @ MN89,48.325278,-95.743333,Mud River,MN,,,,,,ft
MDRN8,Mantador,46.172778,-97.010556,Wild Rice River (ND),ND,,,,,,ft
MDRV2,McLean,38.959722,-77.176111,Dead Run,VA,8,9,10,11,,ft
MDSC1,Modesto,37.627153,-120.984378,Tuolumne River,CA,50.5,55,66,67,,ft
MDSM8,West Yellowstone,44.656944,-111.0675,Madison River,MT,,,,,,
MDSN4,Middlesex,40.585,-74.507778,Bound Brook,NJ,8.5,9,,,,ft
MDST2,Madisonville,30.884167,-95.7775,Bedias Creek,TX,16,19,21,23,,ft
MDTO1,Middletown,39.52,-84.412778,Great Miami River,OH,9,12,18,24,,ft
MDVG1,Midville,32.814778,-82.234961,Ogeechee River,GA,5,6,10,13,,ft
MDYM8,Vaughn,47.561267,-111.541769,Muddy Creek,MT,,,,,,
MEAP1,Woodcock Dam,41.696667,-80.102222,Woodcock Creek,PA,1206,1208.4,,,,ft
MECV2,White Hall,38.1025,-78.593056,Mechums River,VA,,,,,,ft
MEDC1,Lower Crystal Springs Reservoir NR San Mateo,37.529444,-122.358333,San Mateo Creek,CA,,,,,,ft
MEDI1,Small,44.258639,-112.410214,Medicine Lodge Creek (ID),ID,,,,,,ft
MEDM3,Medway,42.13982,-71.389503,Charles River,MA,4.5,5,6,7,,ft
MEDN4,Medford,39.895278,-74.823611,Southwest Branch Rancocas Creek,NJ,11,12,15,17,,ft
MEDP1,Meadville,41.6325,-80.159722,French Creek,PA,11,14,16,17,,ft
MEEC1,McKee Road,37.308889,-120.443889,Bear Creek,CA,17,23,24.6,25.6,,ft
MEEW3,Milwaukee-Estabrook Park,43.1,-87.908333,Milwaukee River,WI,6,7,8,9,,ft
MEHO3,Mehama,44.789167,-122.618611,N Santiam River,OR,8.6,11,,13.5,,ft
MEIM6,Meridian,32.3678,-88.6772,Sowashee Creek,MS,13,14,17,25,,ft
MELF1,Melbourne,28.084444,-80.752222,St. Johns River,FL,,,,,,ft
MELO1,Meldahl Dam,38.798333,-84.173056,Ohio River,OH,49,51,58,64,,ft
MEMT1,Memphis,35.123056,-90.0775,Mississippi River,TN,28,34,40,46,5,ft
MEMV1,Newport,44.937778,-72.206667,Lake Memphremagog,VT,,,,,,ft
MENI1,Menan,43.752639,-111.979294,Snake River,ID,,,,,,ft
MENI2,Menominee,42.478611,-90.486667,Sinsinawa River,IL,,,,,,ft
MENN8,Menoken,46.794444,-100.656944,Apple Creek (ND),ND,13,15,16,17,,ft
MENW3,Menomonie,44.875278,-91.938056,Red Cedar River,WI,,,,,,ft
MERI4,Merrimac,41.088611,-91.718611,Skunk River,IA,,,,,,ft
MERM1,Mercer,44.708056,-69.9375,Sandy River (ME),ME,10,12,15,17,,ft
MERN4,Mercerville,40.2475,-74.727778,Assunpink Creek,NJ,8.5,9.5,11,13,,ft
MERT2,Patterson Road at Medina,29.793889,-99.248611,Medina River,TX,,,,,,ft
MERW1,Ariel,45.951944,-122.562778,Lewis River,WA,,,,,,ft
METN1,Merritt Dam,42.635,-100.871667,Snake River (NE),NE,,,,,,ft
MFAC1,Foresthill,39.006111,-120.759722,Middle Fork American River,CA,,,,,,ft
MFBW4,Barnum,43.577778,-107.137778,Middle Fork Powder River,WY,9.5,10.5,11.5,,,ft
MFCT2,Moss Lake,33.773889,-97.213889,North Texas Lakes,TX,,,,,,ft
MFDM1,Medford,45.260556,-68.868611,Piscataquis River,ME,12,13,16,18,,ft
MFDN3,Milford,42.842586,-71.707222,Souhegan River,NH,8,9,11,12,,ft
MFDO2,Hudson Lake,36.231667,-95.193333,Eastern Oklahoma Lakes,OK,,,,636,,ft
MFDO3,Medford,42.323889,-122.865556,Bear Creek,OR,8,10,13,14,,ft
MFDP1,Mansfield,41.796944,-77.080556,Tioga River,PA,9,12,13,14,,ft
MFDT2,Lake Marble Falls,30.555833,-98.257222,Colorado River (TX),TX,,,,,,ft
MFEM2,Liberty Reservoir,39.388611,-76.881389,North Branch Patapsco River,MD,,,,,,ft
MFFP1,Moffatts Mill,40.627778,-80.337778,Raccoon Creek,PA,10.4,13,,,,ft
MFGP1,Martic Forge,39.905833,-76.328611,Pequea Creek,PA,,,,,,ft
MFHM4,Milford,42.578889,-83.626667,Huron River,MI,,,,,,ft
MFHV2,Meadowview 4SE,36.713056,-81.818889,Middle Fork Holston River,VA,12,14,,,,ft
MFKA2,Wiseman,67.438333,-150.075,Koyukuk River,AK,,,,,,ft
MFLM8,Mosby,46.928611,-107.932778,Flatwillow Creek,MT,,,,,,ft
MFLO1,Milfield,39.429722,-82.101111,Sunday Creek,OH,18,25,27,30,,ft
MFNT2,McFaddin,28.531111,-97.042778,San Antonio River,TX,,,,,,ft
MFNW1,M Fk Nooksack R nr Demming,48.779444,-122.105278,Middle Fork Noocksack River,WA,,,,,,ft
MFPI1,Crouch,44.108611,-115.982222,Middle Fork Payette River,ID,,,,,,ft
MFSC1,Tidal Station,37.455556,-122.100833,Mayfield Slough,CA,,,,,,ft
MFSW3,Menomonee Falls,43.172778,-88.103889,Menomonee River,WI,6.5,7.5,8.5,10,,ft
MFTC1,Portola,39.818889,-120.445,Middle Fork Feather River,CA,7,8.5,9.5,10.5,,ft
MFVK2,Munfordville,37.269444,-85.888056,Green River (KY),KY,26,28,50,57,1.6,ft
MFWA3,Interstate 40,35.1975,-113.880833,Frees Wash,AZ,,,,,,ft
MGAN5,Malaga,32.240833,-104.064722,Black River,NM,,,,,,ft
MGCN2,Carlin,40.716389,-116.092222,Maggie Creek,NV,4.5,5,5.5,6,,ft
MGCO2,McGee Creek Lake,34.315556,-95.874444,McGee Creek,OK,,,,,,ft
MGDV2,Maggodee Creek,37.13685,-79.976928,Maggodee Creek,VA,6,7,9,12,,ft
MGFG1,Morgan Falls Dam TW,33.968333,-84.382778,Chattahoochee River,GA,819,821,823,826,,ft
MGGM8,Many Glacier near Babb,48.799167,-113.655833,Swiftcurrent Creek,MT,,,,,,ft
MGLT1,Mengelwood,36.048889,-89.557222,Obion River,TN,,,,,,ft
MGMA1,Montgomery,32.391944,-86.317778,Alabama River,AL,26,35,45,53,,ft
MGMO2,Mangum,34.858333,-99.508333,Salt Fork of the Red River,OK,8,9,11,13,,ft
MGNG1,Morgan,31.526944,-84.582778,Ichawaynochaway Creek,GA,12.5,14,,,,ft
MGNI3,Michigan City Harbor,41.722778,-86.904167,Trail Creek,IN,,,,,,ft
MGNN7,White Cross,35.923611,-79.115556,Morgan Creek,NC,,,,,,ft
MGOI3,Marengo,38.375556,-86.344722,Whiskey Run,IN,8,,,,,ft
MGOI4,Mingo,41.805266,-93.309374,Indian Creek (Central IA),IA,13,,,,,ft
MGPN6,Mongaup Valley,41.668333,-74.781389,Mongaup River,NY,12,14,14.7,15,,ft
MGTN4,Margate,39.3375,-74.513056,Beach Thorofare,NJ,5.2,5.7,6.7,7.7,,ft
MGTW2,Hilderbrand Lock and Dam,39.581667,-80.010833,Monongahela River,WV,,,,,,ft
MGYA1,Tallapoosa Water Plant,32.439722,-86.195556,Tallapoosa River,AL,15,25,32,38,,ft
MGYN7,Maggie Valley,35.520278,-83.106389,Jonathan Creek,NC,5,7.5,10,12,,ft
MGYP1,Montgomery Lock and Dam,40.647222,-80.388889,Ohio River,PA,23.3,33,36,38,,ft
MHAM5,Minneapolis / Hiawatha Ave.,44.915556,-93.2125,Minnehaha Creek,MN,,,,,,ft
MHBC1,Michigan Bar,38.500278,-121.045278,Cosumnes River,CA,7,12,16,18,,ft
MHDA1,Harris Dam,33.258056,-85.616111,Tallapoosa River,AL,,,,,,ft
MHDC3,Middle Haddam,41.541766,-72.553145,Connecticut River,CT,5,7,10.5,13,,ft
MHDF1,Mossy Head (CR 1087),30.795833,-86.306944,Shoal River,FL,10,14,16,24,,ft
MHDM8,Moorhead,45.057197,-105.878378,Powder River (WY-MT),MT,,,,,,ft
MHDP1,Mahoning Dam Tailwater,40.9275,-79.291389,Mahoning Creek,PA,,8.5,,,,ft
MHDT1,Melton Hill Dam,35.8853,-84.3,Clinch River,TN,,,,,,ft
MHGP1,Mahoning Dam Pool,40.921667,-79.278056,Mahoning Creek,PA,,1161,,,,ft
MHKK1,Manhattan,39.174722,-96.554444,Kansas River,KS,14,18,26,42,,ft
MHPP1,Meshoppen,41.607222,-76.050556,Susquehanna River,PA,25,27,31,40,,ft
MHSA2,Manley Hot Springs,65.001389,-150.625,Tanana River,AK,12,13.5,,,,ft
MHSN2,Hot Springs Creek nr Deeth,41.252778,-115.255556,Marys River,NV,5.5,6,7.5,9,,ft
MHWO1,Mohawk Dam Pool,40.3525,-82.087778,Walhonding River,OH,,,,,,ft
MHYI2,McHenry Lock/Dam,42.309167,-88.251389,Fox River,IL,3.5,4,6,7,,ft
MIAM7,Miami,39.328333,-93.224722,Missouri River,MO,15,18,28,29,,ft
MIAO1,Miamitown,39.216111,-84.702778,Great Miami River,OH,14,16,24,30,,ft
MICM8,Miles City,46.384722,-105.844722,Tongue River,MT,,10,13,15,,ft
MICN1,Mitchell,41.926944,-103.813611,North Platte River,NE,6.5,7.5,8.5,9.5,,ft
MIDF1,Midway (SR 268),30.512222,-84.523611,Little River (Midway),FL,74,77,,,,ft
MIDI1,Middle Fork Lodge,44.721519,-115.014347,Middle Fork Salmon River,ID,,,,,,ft
MIDM4,Midland,43.595278,-84.235556,Tittabawassee River,MI,20,24,25,28,,ft
MIDN7,Clayton,35.569444,-78.591667,Middle Creek,NC,,11,13,15,,ft
MIDS2,Midland,44.066944,-101.16,Bad River (SD),SD,19,21,24,25,,ft
MIEI3,Muncie,40.204167,-85.387222,White River (IN),IN,7,9,12,15,0,kcfs
MIFI4,Milford,43.327778,-95.201667,Little Sioux River,IA,11,12,14,16,,ft
MIGI4,Ida Grove,42.351117,-95.479425,Maple River,IA,,,,,,ft
MIKC1,Atlas Peak Road,38.342222,-122.264722,Milliken Creek,CA,7,,9,,,ft
MILA1,Milstead,32.448889,-85.8975,Tallapoosa River,AL,15,40,46,53,,ft
MILI1,Milner,42.528056,-114.018333,Snake River,ID,,,,,,ft
MILI2,Milford,40.63,-87.723889,Sugar Creek  (E-IL),IL,15,18,22,26,,ft
MILM8,Miles City,46.420772,-105.860033,Yellowstone River,MT,,13,15,19,,ft
MILN4,Millington,40.68,-74.528889,Passaic River,NJ,7,8,9,9.8,,ft
MILO1,Milan,41.301111,-82.61,Huron River,OH,14,18,19.5,22.5,,ft
MILS1,Miley,32.989676,-81.053086,Salkehatchie River,SC,8,9,11,14,,ft
MILU1,Mill Creek,40.694167,-111.750833,Mill Creek,UT,2.8,2.9,3,3.2,,ft
MILW2,Millville,39.281944,-77.789444,Shenandoah River,WV,8,10,14,17,,ft
MILW3,Milford,43.1,-88.849444,Crawfish River,WI,5,7,9,10,,ft
MIMN5,Mimbres,32.854722,-107.973056,Mimbres River,NM,,,,,,ft
MINI1,Minidoka Dam,42.669808,-113.483119,Eastern Idaho Reservoirs,ID,,,,,,ft
MINN8,Minot 4NW,48.245833,-101.370833,Souris River,ND,1561,1562,1565,1570,,ft
MIOM4,Mio (Mio Dam),44.66,-84.131111,Au Sable River,MI,,,,,,ft
MION8,Minot-Broadway Bridge,48.238056,-101.295833,Souris River,ND,1550,1551,1553,1557,,ft
MIOT2,Beeville,28.482778,-97.656389,Medio Creek,TX,,,,,,ft
MISI3,Peoria,40.723333,-85.9575,Mississinewa River,IN,10,11,13,17,,ft
MISO1,Mosquito Creek Lake,41.305556,-80.758611,Mosquito Creek,OH,,903.3,,,,ft
MITG1,McIntyre,32.849722,-83.193056,Comissioner Creek,GA,11,13,22,25,,ft
MITM2,Mitchellville,38.900278,-76.735278,Collington Branch,MD,7,9,12,15,,ft
MITN4,Millstone,40.502778,-74.5875,Millstone River,NJ,8,10,11,16,,ft
MIWI4,Marshalltown,42.065821,-92.9077,Iowa River,IA,14,19,23,26,,ft
MJBV2,Mobjack Bay,37.323611,-76.4275,Chesapeake Bay,VA,3.5,4,5,5.5,-1,ft
MJRC1,Afton,35.037222,-116.383333,Mojave River,CA,,,,,,ft
MJYP1,Mt. Joy,40.116943,-76.497222,Little Chickies Creek,PA,8,10,,,,ft
MKBK2,McKinneysburg,38.599444,-84.267222,Licking River,KY,28,33,40,48,,ft
MKCF1,Myakka River State Park,27.240278,-82.313889,Myakka River (FL),FL,6.5,7,8.5,10.5,,ft
MKCI4,Mineola,41.138551,-95.704489,Keg Creek,IA,15.2,16.2,18.7,21.2,,ft
MKCN7,WILGROVE,35.253889,-80.648056,McKee Creek,NC,13,14,17,20,,ft
MKEA2,Kechumstuk,64.016111,-142.544722,Mosquito Fork,AK,,,,,,ft
MKGO2,Muskogee,35.769444,-95.296944,Arkansas River,OK,27,28,32,34,,ft
MKHF1,Myakka Head,27.473333,-82.211389,Manatee River (FL),FL,9.5,11,15,17,,ft
MKHH1,Makaha,21.504444,-158.183056,Makaha Stream,HI,,5,,9.54,,ft
MKKC1,Montecito,34.429722,-119.640556,Montecito Creek,CA,,,,,,ft
MKLK2,Markland Lower,38.774722,-84.964444,Ohio River,KY,49,51,62,74,,ft
MKLM5,Warren - MN (Morekassel Bridge),48.209722,-96.718056,Snake River (09020309),MN,66,67,71,75,,ft
MKLN1,Maskell,42.714722,-96.943611,Missouri River,NE,28,30,32,34,,ft
MKLN6,North Blenheim,42.428889,-74.478889,Mine Kill,NY,8,,,,,ft
MKNA2,Kantishna,63.516111,-150.910278,Moose Creek,AK,6.7,7.2,,,,ft
MKNV2,MCKENNEY,36.901111,-77.673611,Nottoway River,VA,,,,,,ft
MKNW1,McKenna,46.933611,-122.559722,Nisqually River,WA,,10,13,14,,ft
MKRN1,McCook,40.1875,-100.618056,Republican River,NE,8,9,11,13,,ft
MKSH1,King St.,21.296667,-157.836667,Makiki Stream,HI,,8,,9.3,,ft
MKSM6,Marks,34.261111,-90.266944,Coldwater River,MS,35,39,41,43,,ft
MKZT2,Mackenzie Reservior,34.545278,-101.437778,Tule Draw,TX,,,,,,ft
MLAN5,Malaga,32.229167,-104.151944,Black River,NM,12,18,21,22,,ft
